ID;Gender;Own_car;Own_property;Work_phone;Phone;Email;Unemployed;Num_children;Num_family;Account_length;Total_income;Age;Years_employed;Income_type;Education_type;Family_status;Housing_type;Occupation_type;Target
5054019;0;0;0;0;0;0;0;0;2;53;202500.0;5.410.104.245.809.290;5.746.866.807.668.870;Working;Secondary / secondary special;Married;Office apartment;Cleaning staff;0
5054032;0;0;0;0;0;0;0;0;2;13;180000.0;48.463.691.930.703.500;2.949.547.218.628.710;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5054038;0;0;0;0;1;0;0;1;3;3;81000.0;39.124.691.129.865.700;35.811.823.651.409.600;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;1
5054046;1;1;0;1;0;0;0;1;3;23;112500.0;31.713.176.861.947.800;9.328.049.172.809.840;Working;Secondary / secondary special;Married;Rented apartment;Laborers;0
5054057;1;0;0;0;1;0;0;0;2;32;270000.0;390.945.741.527.889;59.138.791.350.951.700;Working;Incomplete higher;Married;House / apartment;Drivers;1
5054058;1;1;0;0;1;0;0;1;3;26;450000.0;41.191.810.920.142.000;12.829.832.234.748.100;Working;Higher education;Married;House / apartment;Managers;1
5054060;1;0;0;0;0;0;0;1;3;9;157500.0;4.496.738.468.277.920;3.991.868.416.189.240;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5054069;1;1;0;1;0;0;0;0;2;29;270000.0;2.817.853.891.592.570;9.662.073.827.662.440;Working;Higher education;Married;House / apartment;Laborers;1
5054072;0;0;0;0;1;0;0;0;2;60;135000.0;4.693.593.982.080.390;15.077.653.887.485.700;Working;Secondary / secondary special;Married;House / apartment;Other;0
5054087;0;0;0;0;0;0;0;1;3;36;166500.0;35.113.657.364.627.600;0.41068605104827616;Working;Higher education;Married;House / apartment;Core staff;0
5054088;1;0;0;1;0;0;0;0;2;14;176175.0;2.484.103.027.440.670;19.137.969.978.849.600;Commercial associate;Secondary / secondary special;Married;With parents;Core staff;1
5054094;1;1;0;0;0;0;0;2;4;48;202500.0;32.132.076.634.017.100;1.990.458.394.080.640;Working;Higher education;Married;House / apartment;Drivers;1
5054102;0;0;0;0;0;0;1;0;1;42;67500.0;5.890.880.716.236.470;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;1
5054107;0;1;0;1;0;0;0;0;1;38;315000.0;494.575.521.742.404;9.076.161.728.166.900;Commercial associate;Higher education;Widow;House / apartment;Managers;0
5054109;0;0;0;0;0;0;0;1;3;34;225000.0;3.366.804.246.493.760;8.747.612.887.328.280;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5054110;0;0;0;1;0;0;0;0;1;27;134419.5;2.830.722.054.525.410;10.759.974.537.464.800;Commercial associate;Higher education;Single / not married;House / apartment;Other;0
5054116;1;1;0;0;1;0;0;0;2;25;126000.0;5.513.049.549.272.050;4.914.543.077.544.370;Working;Secondary / secondary special;Married;House / apartment;Security staff;0
5054119;1;0;0;0;1;0;0;0;1;32;157500.0;3.326.009.432.089.630;499.120.447.374.005;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5054120;1;1;0;0;1;0;0;0;2;14;112500.0;4.431.302.490.810.890;0.7474486129078626;Commercial associate;Incomplete higher;Married;House / apartment;Laborers;0
5054126;1;0;0;1;0;0;0;0;2;1;190399.5;28.498.874.035.743.300;3.663.319.575.350.620;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;1
5054132;0;0;0;1;0;0;0;0;2;35;135000.0;3.614.584.830.626.220;7.244.501.940.491.590;Working;Higher education;Married;House / apartment;Laborers;0
5054151;1;0;0;1;1;0;0;0;2;15;67500.0;4.762.589.238.656.500;11.608.725.709.631.200;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Drivers;0
5054153;0;0;0;0;1;0;0;0;1;13;67500.0;54.859.442.699.028.700;13.495.143.637.446.300;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5054157;0;0;0;0;0;0;0;0;2;22;72000.0;5.351.513.035.859.730;21.076.408.139.797.500;State servant;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5054158;0;1;0;1;0;0;0;0;2;33;315000.0;38.062.383.211.154.200;4.662.655.632.901.420;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;High skill tech staff;0
5054163;0;0;0;0;1;0;0;1;3;6;67500.0;30.817.881.270.662.600;0.9911223365298397;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5054172;0;1;0;1;1;0;0;1;3;21;292500.0;47.105.690.055.237.200;5.327.967.035.599.630;Working;Higher education;Married;House / apartment;Accountants;0
5054174;1;1;0;1;0;0;0;1;3;33;135000.0;3.351.471.967.254.630;4.328.630.978.048.830;Working;Higher education;Married;House / apartment;Managers;0
5054182;0;0;0;0;1;0;0;0;2;34;135000.0;311.847.608.095.991;14.100.221.085.990.800;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5054201;0;1;0;0;1;0;0;2;4;12;112500.0;3.359.411.897.574.890;0.41068605104827616;Working;Secondary / secondary special;Married;House / apartment;Security staff;0
5054204;1;1;0;1;1;0;0;0;1;2;135000.0;25.459.797.257.986.100;3.496.307.247.924.320;Working;Higher education;Single / not married;House / apartment;Drivers;0
5054206;1;1;0;1;0;0;0;2;4;33;171000.0;30.941.087.085.977.100;6.160.290.765.724.140;Working;Secondary / secondary special;Married;With parents;Laborers;0
5054215;1;1;0;0;0;0;0;1;3;58;378000.0;39.053.505.547.684.000;7.496.389.385.134.530;State servant;Higher education;Married;House / apartment;Other;0
5054223;0;0;0;1;0;0;0;2;4;41;180000.0;40.482.693.005.332.000;26.612.456.107.928.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5054227;1;1;0;1;0;1;0;2;4;2;90000.0;3.214.302.826.204.500;4.243.755.860.832.180;Working;Secondary / secondary special;Married;House / apartment;Other;0
5054228;0;0;0;1;0;0;0;2;4;60;180000.0;31.526.999.185.472.600;0.24367372362197717;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5054231;1;0;0;0;0;0;0;0;2;49;135000.0;3.198.970.546.965.370;4.410.768.188.258.480;Working;Secondary / secondary special;Married;House / apartment;Security staff;0
5054232;0;0;0;1;0;0;0;0;2;29;90000.0;29.232.633.113.616.200;7.663.401.712.560.830;Working;Secondary / secondary special;Married;House / apartment;Other;0
5054234;0;0;0;0;1;0;1;0;1;31;135000.0;5.773.972.087.038.060;0.0;Pensioner;Higher education;Single / not married;House / apartment;Other;0
5054240;0;0;0;1;1;0;0;0;2;14;135000.0;2.894.789.078.488.940;32.444.198.032.813.800;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5054247;1;1;0;1;1;0;0;2;4;21;157500.0;4.720.425.470.748.880;11.748.358.966.987.600;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5054250;1;1;0;1;0;0;0;2;4;57;270000.0;312.805.875.548.437;12.662.819.907.321.800;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5054251;1;0;0;1;0;0;0;0;2;34;202500.0;27.795.231.934.947.300;7.077.489.613.065.290;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5054263;1;1;0;0;1;0;0;2;4;48;427500.0;3.986.666.392.875.960;12.991.368.748.160.400;Commercial associate;Higher education;Married;House / apartment;Other;0
5054270;0;0;0;0;1;0;0;0;2;11;90000.0;5.473.897.479.072.120;0.49556116826491986;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5054273;0;0;0;0;1;0;0;0;2;19;292500.0;3.951.894.973.887.210;10.075.497.785.717.700;State servant;Secondary / secondary special;Married;House / apartment;Secretaries;0
5054279;1;0;0;0;0;0;0;0;1;41;716323.5;25.673.354.004.531.200;6.661.327.748.003.030;State servant;Secondary / secondary special;Single / not married;With parents;Laborers;0
5054281;0;1;0;0;0;0;0;0;2;10;112500.0;4.698.796.005.393.670;0.5804362854815636;Commercial associate;Secondary / secondary special;Married;House / apartment;Cleaning staff;0
5054284;0;0;0;1;0;0;0;1;3;2;121500.0;34.815.225.500.865.800;10.759.974.537.464.800;Working;Secondary / secondary special;Civil marriage;House / apartment;Core staff;0
5054297;0;1;0;1;0;0;0;0;2;36;112500.0;38.494.972.518.258.400;2.016.194.719.946.330;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5054306;1;0;0;0;0;0;0;1;3;6;135000.0;27.696.667.282.695.700;2.409.358.166.149.880;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5054311;0;0;0;1;1;0;0;0;2;60;112500.0;55.538.443.636.761.800;4.747.530.750.118.070;Commercial associate;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5054316;0;0;0;0;0;0;0;2;4;12;67500.0;25.120.296.789.119.500;38.303.319.027.769.200;Working;Secondary / secondary special;Civil marriage;House / apartment;Managers;0
5054317;1;0;0;0;0;0;0;3;5;31;121500.0;37.632.531.811.057.000;0.5804362854815636;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5054321;0;0;0;0;1;0;1;0;2;53;63000.0;6.155.088.742.410.860;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5054328;0;0;0;1;0;0;0;0;2;9;135000.0;4.404.471.002.142.410;71.623.647.302.819.300;State servant;Incomplete higher;Married;Municipal apartment;Managers;0
5054330;1;0;0;1;0;0;0;0;2;26;126000.0;623.695.216.191.982;2.691.362.587.869.700;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5054335;0;0;0;0;0;0;0;3;5;1;135000.0;3.665.783.691.656.910;0.41068605104827616;Commercial associate;Higher education;Married;House / apartment;Sales staff;0
5054336;0;1;0;0;1;0;0;0;2;42;225000.0;5.651.313.853.124.970;2.913.133.055.435.770;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5054345;0;0;0;1;1;0;0;0;1;37;103500.0;3.380.767.572.229.400;11.608.725.709.631.200;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5054349;0;0;0;0;0;1;0;0;1;7;157500.0;3.523.686.317.994.200;14.100.221.085.990.800;Working;Higher education;Single / not married;House / apartment;Sales staff;0
5054352;1;0;0;0;0;0;0;0;2;59;99000.0;6.074.594.276.405.400;14.828.504.349.849.700;State servant;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5054359;1;0;0;1;0;0;0;0;2;18;135000.0;2.981.033.149.209.080;29.925.323.586.384.300;Working;Higher education;Married;House / apartment;Laborers;0
5054365;0;0;0;0;1;0;1;0;1;46;148500.0;5.673.764.690.582.280;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5054376;0;0;0;0;0;0;1;0;2;14;157500.0;5.071.425.149.044.810;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5054382;0;0;0;0;0;0;1;0;2;12;31500.0;57.047.030.397.612.500;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5054384;1;1;0;1;1;0;0;0;1;16;292500.0;3.846.759.344.818.850;10.075.497.785.717.700;Commercial associate;Higher education;Single / not married;House / apartment;Laborers;1
5054389;1;0;0;0;0;1;0;3;5;5;90000.0;3.928.348.973.627.110;1.990.458.394.080.640;State servant;Secondary / secondary special;Married;House / apartment;Other;0
5054395;0;0;0;1;1;0;0;0;2;38;90000.0;3.765.717.297.411.990;7.915.289.157.203.770;State servant;Higher education;Married;House / apartment;Other;1
5054399;0;0;0;1;0;0;0;3;5;18;45000.0;3.565.302.504.500.430;2.409.358.166.149.880;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5054404;1;0;0;1;0;0;0;0;2;5;225000.0;3.565.028.713.799.730;13.914.043.409.515.500;Commercial associate;Higher education;Married;With parents;Managers;0
5054421;1;1;0;0;0;0;1;2;4;9;157500.0;554.864.234.036.291;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5054424;0;0;1;1;0;0;0;0;2;9;112500.0;3.234.015.756.654.820;4.495.643.305.475.120;Working;Secondary / secondary special;Married;House / apartment;Core staff;0
5054430;0;0;1;0;0;0;0;1;3;25;180000.0;3.005.126.730.870.580;18.289.218.806.683.200;Working;Secondary / secondary special;Civil marriage;House / apartment;High skill tech staff;1
5054433;1;0;1;0;0;0;1;0;2;40;180000.0;5.371.499.757.010.750;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5054450;1;1;1;0;0;0;0;0;2;27;315000.0;49.046.866.123.192.100;3.162.282.593.071.720;Working;Higher education;Married;House / apartment;Laborers;0
5054454;1;1;1;1;1;0;0;0;1;10;157500.0;2.274.653.141.406.050;35.811.823.651.409.600;Working;Secondary / secondary special;Single / not married;House / apartment;Other;0
5054457;1;1;0;0;1;0;0;1;3;17;135000.0;518.395.312.703.204;5.243.091.918.382.990;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5054467;1;1;1;1;1;0;0;0;1;60;135000.0;2.832.091.008.028.910;8.410.850.325.468.690;Working;Secondary / secondary special;Single / not married;With parents;High skill tech staff;0
5054472;0;1;1;1;1;0;0;1;3;26;225000.0;3.439.906.363.580.360;22.423.458.387.235.800;Working;Secondary / secondary special;Civil marriage;House / apartment;Private service staff;0
5054481;0;0;1;0;0;0;0;0;2;14;103500.0;4.321.786.210.531.350;35.811.823.651.409.600;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5054492;0;0;1;0;0;0;1;0;1;7;57150.0;6.279.663.511.228.840;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;0
5054495;0;1;1;0;0;0;0;0;1;29;225000.0;3.313.415.059.857.490;32.444.198.032.813.800;Commercial associate;Higher education;Separated;House / apartment;Waiters/barmen staff;0
5054498;1;1;1;0;0;0;0;0;1;17;225000.0;22.847.833.973.319.000;21.602.086.285.139.300;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5054502;1;0;1;0;0;0;0;0;2;4;135000.0;4.348.891.489.900.540;2.746.120.728.009.470;Working;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5054503;0;0;1;0;0;0;1;0;2;51;243000.0;621.559.648.726.531;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5054510;1;1;1;1;0;0;0;0;1;13;78750.0;22.590.470.714.662.100;0.49556116826491986;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5054513;0;0;1;1;1;0;0;2;4;5;144000.0;3.393.088.153.760.850;5.076.079.590.956.690;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5054516;0;1;1;0;0;0;0;1;3;49;135000.0;27.417.400.767.982.900;6.327.303.093.150.440;Working;Higher education;Married;House / apartment;Other;0
5054524;0;0;0;0;0;0;0;2;4;57;180000.0;454.793.732.930.861;2.291.354.374.148.680;Working;Secondary / secondary special;Married;House / apartment;Other;1
5054526;0;0;1;0;0;0;0;2;4;47;90000.0;3.795.834.274.488.860;38.303.319.027.769.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Private service staff;0
5054531;0;0;1;1;0;0;0;0;2;39;189000.0;4.322.333.791.932.750;5.990.540.531.290.850;Working;Secondary / secondary special;Married;House / apartment;Accountants;0
5054543;1;0;1;0;0;0;0;1;3;58;202500.0;44.310.287.001.102.000;2.746.120.728.009.470;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;0
5054548;0;0;1;0;0;0;0;0;2;17;202500.0;4.152.857.348.200.160;4.076.743.533.405.880;Working;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5054550;0;1;1;0;0;0;1;0;2;42;180000.0;6.557.834.863.138.870;0.0;Pensioner;Secondary / secondary special;Married;Municipal apartment;Other;0
5054553;0;0;1;0;0;0;1;0;1;38;112500.0;647.022.183.891.524;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;0
5054558;1;1;1;0;0;0;0;3;5;1;180000.0;411.671.697.570.792;17.467.846.704.586.600;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5054560;1;0;0;0;0;0;1;0;2;2;135000.0;6.331.136.162.960.220;0.0;Pensioner;Secondary / secondary special;Married;Municipal apartment;Other;0
5054563;1;0;1;0;0;0;0;1;3;1;135000.0;504.349.849.757.353;35.811.823.651.409.600;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5054566;0;1;1;0;0;0;0;2;4;24;135000.0;40.200.688.583.612.200;14.661.492.022.423.400;State servant;Secondary / secondary special;Married;House / apartment;Sales staff;0
5054573;0;0;1;0;0;0;1;0;2;28;90000.0;61.140.201.373.060.300;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5054577;0;0;1;1;0;0;0;0;1;39;382500.0;5.079.912.660.766.470;14.746.367.139.640.100;Working;Secondary / secondary special;Widow;House / apartment;Private service staff;0
5054585;1;1;1;0;0;0;0;0;1;28;103500.0;42.133.650.930.546.100;1.661.909.553.242.020;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;1
5054590;0;0;1;0;0;0;1;0;2;9;157500.0;59.847.909.265.761.700;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5054598;1;1;1;0;0;0;0;0;2;48;135000.0;3.100.679.685.414.480;6.661.327.748.003.030;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5054601;0;0;1;0;0;0;1;0;2;6;292500.0;5.770.412.807.928.970;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5054618;0;1;0;0;0;0;0;0;1;29;180000.0;4.848.833.309.376.640;18.992.860.907.479.200;Working;Secondary / secondary special;Single / not married;Municipal apartment;Sales staff;0
5054620;0;0;1;1;0;0;0;0;2;56;166500.0;30.722.054.525.418.000;10.759.974.537.464.800;Working;Higher education;Civil marriage;With parents;Core staff;0
5054622;0;0;1;0;0;0;1;0;1;36;112500.0;60.327.042.991.984.700;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5054627;1;1;1;0;1;0;0;1;3;11;360000.0;40.978.254.173.596.900;6.579.190.537.793.380;Commercial associate;Higher education;Married;House / apartment;Managers;0
5054636;1;1;1;0;0;0;0;0;2;45;180000.0;4.228.423.581.593.050;10.759.974.537.464.800;Working;Higher education;Married;House / apartment;Secretaries;0
5054638;0;0;1;0;1;0;0;2;4;25;180000.0;3.707.673.668.863.830;11.608.725.709.631.200;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5054642;0;0;0;0;0;0;0;0;2;33;157500.0;5.326.050.500.694.740;10.075.497.785.717.700;Commercial associate;Secondary / secondary special;Married;House / apartment;Accountants;0
5054648;0;0;1;0;0;0;1;0;1;18;112500.0;6.636.139.003.538.740;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5054652;0;0;1;0;0;0;0;0;1;51;202500.0;5.989.992.949.889.450;21.495.307.911.866.700;Working;Secondary / secondary special;Separated;House / apartment;Cleaning staff;0
5054658;0;0;1;0;1;0;1;0;1;33;67500.0;63.793.233.262.832.200;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5054661;1;1;1;0;0;0;0;0;1;32;135000.0;29.292.867.067.770.000;4.243.755.860.832.180;Working;Higher education;Single / not married;House / apartment;Drivers;0
5054663;1;0;0;0;0;0;0;0;1;5;103500.0;23.031.273.742.787.300;28.282.579.382.191.200;Commercial associate;Incomplete higher;Single / not married;With parents;Laborers;0
5054664;0;0;1;0;0;0;0;0;2;3;135000.0;6.330.588.581.558.820;9.913.961.272.305.380;Commercial associate;Higher education;Married;House / apartment;Sales staff;0
5054668;1;0;1;0;0;0;0;0;1;50;225000.0;27.877.369.145.156.900;6.579.190.537.793.380;Commercial associate;Higher education;Single / not married;House / apartment;Sales staff;0
5054690;1;0;0;0;0;0;0;2;4;34;360000.0;410.713.430.118.346;34.114.321.307.076.800;Working;Higher education;Married;Rented apartment;Core staff;0
5054697;1;1;1;0;0;0;0;0;2;31;157500.0;45.320.574.686.680.700;1.891.346.160.427.660;Working;Higher education;Married;House / apartment;Laborers;0
5054702;1;1;1;1;0;0;0;1;3;5;135000.0;41.490.242.783.903.800;4.410.768.188.258.480;Working;Secondary / secondary special;Civil marriage;Municipal apartment;Other;0
5054703;1;1;1;0;0;0;1;0;2;20;180000.0;5.665.550.969.561.310;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5054706;0;0;0;0;0;0;0;1;3;39;58500.0;3.952.716.345.989.300;6.409.440.303.360.090;Working;Secondary / secondary special;Married;House / apartment;Core staff;0
5054707;0;0;1;1;1;0;0;0;2;28;103500.0;5.008.179.497.183.370;17.467.846.704.586.600;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5054718;1;1;1;0;0;0;0;2;3;39;81000.0;32.531.811.057.037.400;0.49556116826491986;Working;Higher education;Single / not married;House / apartment;Low-skill Laborers;0
5054722;0;0;1;0;0;0;0;2;3;31;90000.0;3.106.155.499.428.460;94.101.863.830.195;Working;Secondary / secondary special;Separated;House / apartment;Other;0
5054726;0;0;1;1;0;0;0;1;3;3;112500.0;51.448.010.568.321.000;2.746.120.728.009.470;State servant;Secondary / secondary special;Married;House / apartment;Managers;0
5054729;0;0;1;0;1;0;1;0;1;16;236250.0;6.834.637.261.545.410;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5054732;0;0;0;0;0;0;0;1;3;54;157500.0;302.319.691.711.671;4.328.630.978.048.830;Commercial associate;Higher education;Married;House / apartment;High skill tech staff;1
5054736;0;0;1;0;0;0;0;0;2;14;157500.0;3.712.601.901.476.410;1.137.326.570.703.020;Working;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5054737;0;0;1;0;0;0;0;0;2;4;247500.0;4.890.449.495.882.870;0.5804362854815636;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5054754;0;0;1;1;0;0;0;0;2;30;45000.0;55.305.721.541.167.800;25.747.277.493.719.900;State servant;Secondary / secondary special;Married;House / apartment;Cleaning staff;0
5054756;0;0;1;1;1;0;0;2;4;14;202500.0;4.323.702.745.436.250;17.076.326.002.587.300;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5054768;1;0;1;0;0;0;0;0;2;3;180000.0;25.210.647.720.350.100;6.828.340.075.429.330;State servant;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5054774;1;0;1;0;0;0;0;0;2;53;225000.0;584.871.694.832.885;4.161.618.650.622.530;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5055997;0;0;1;0;1;0;0;0;2;27;180000.0;43.842.104.902.906.900;4.153.404.929.601.560;Working;Higher education;Married;House / apartment;Cooking staff;0
5055999;1;1;1;1;0;0;0;0;2;46;135000.0;4.012.402.718.741.650;0.6543597746702533;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5056001;1;1;1;1;1;0;0;0;2;39;135000.0;5.780.269.273.154.130;6.817.388.447.401.380;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5056002;0;1;1;1;1;0;0;0;1;12;247500.0;32.906.904.316.994.800;13.068.030.144.356.100;State servant;Higher education;Single / not married;House / apartment;Core staff;0
5056006;0;1;1;0;0;1;0;0;1;51;202500.0;38.675.674.380.719.600;73.211.633.366.872.600;State servant;Higher education;Single / not married;House / apartment;Core staff;0
5056009;0;1;1;0;1;0;0;0;2;51;112500.0;46.429.427.024.511.100;20.671.197.902.763.200;Working;Secondary / secondary special;Married;House / apartment;HR staff;0
5056011;1;0;0;1;1;0;0;3;5;49;58500.0;4.404.471.002.142.410;27.379.070.069.885.000;Working;Secondary / secondary special;Married;With parents;Laborers;0
5056012;0;0;1;0;1;0;1;0;2;37;90000.0;662.080.672.429.961;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5056015;1;1;1;0;0;0;0;2;4;43;202500.0;50.109.174.041.903.600;581.531.448.284.359;Commercial associate;Higher education;Married;House / apartment;Managers;0
5056016;0;0;1;0;0;0;1;0;2;14;157500.0;5.955.221.530.900.700;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;1
5056017;1;1;0;0;0;0;0;0;2;31;157500.0;5.647.480.783.315.190;0.48734744724395435;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5056019;0;0;1;0;0;0;0;0;1;26;90000.0;50.684.134.513.371.200;33.210.811.994.770.500;Working;Secondary / secondary special;Separated;House / apartment;Core staff;0
5056020;0;0;0;0;0;0;0;0;2;21;121500.0;4.413.232.304.564.770;9.067.948.007.145.930;Working;Secondary / secondary special;Married;House / apartment;Other;0
5056021;0;0;1;0;0;0;0;1;3;19;90000.0;3.708.768.831.666.630;9.234.960.334.572.230;Working;Higher education;Married;House / apartment;Cleaning staff;0
5056022;0;0;1;0;0;0;1;0;1;7;103500.0;51.563.002.662.614.500;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5056023;0;0;1;0;0;0;1;0;1;50;112500.0;59.615.187.170.167.700;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5056025;0;0;1;0;0;0;0;0;1;8;117000.0;3.914.385.647.891.460;7.986.474.739.385.470;Working;Secondary / secondary special;Widow;House / apartment;Laborers;0
5056027;0;1;1;1;0;0;0;0;1;10;360000.0;29.013.600.553.057.200;15.715.586.220.114.000;Working;Secondary / secondary special;Separated;House / apartment;Medicine staff;0
5056030;0;0;1;0;0;0;0;0;2;10;121500.0;23.039.487.463.808.200;11.526.588.499.421.600;Working;Incomplete higher;Civil marriage;Rented apartment;Sales staff;0
5056031;0;0;0;0;0;0;0;0;2;40;112500.0;54.993.600.142.371.100;8.816.060.562.502.990;Working;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5056032;1;1;1;0;0;0;0;0;2;21;225000.0;4.740.412.191.899.900;15.715.586.220.114.000;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5056033;0;0;1;1;1;0;0;1;2;36;90000.0;43.546.410.946.152.200;13.738.817.361.068.300;Working;Secondary / secondary special;Separated;House / apartment;Sales staff;0
5056034;0;0;1;1;1;0;0;0;2;24;135000.0;31.570.805.697.584.400;6.486.101.699.555.770;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5056035;0;0;0;0;0;0;0;0;2;52;157500.0;4.993.942.380.747.030;12.487.593.858.874.500;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5056042;0;0;1;0;0;0;0;0;1;16;45000.0;4.725.079.912.660.760;24.038.823.521.359.000;Working;Secondary / secondary special;Widow;House / apartment;Sales staff;0
5056043;0;1;1;0;0;0;0;0;1;50;225000.0;4.590.101.097.216.230;15.816.888.779.372.600;State servant;Secondary / secondary special;Single / not married;House / apartment;Laborers;1
5056045;0;1;1;0;0;0;0;1;2;8;112500.0;31.929.471.515.499.900;16.536.958.322.210.500;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5056047;0;0;0;0;0;0;0;0;2;25;126000.0;41.709.275.344.462.900;21.235.206.746.202.800;State servant;Higher education;Married;House / apartment;Core staff;0
5056049;0;0;1;0;0;0;0;0;2;32;121500.0;59.798.626.939.635.900;35.729.686.441.200.000;Working;Secondary / secondary special;Married;House / apartment;Other;0
5056051;0;1;1;1;0;0;0;0;2;34;112500.0;5.676.228.806.888.570;2.623.462.494.096.380;State servant;Secondary / secondary special;Married;House / apartment;Core staff;0
5056053;1;1;0;0;0;0;0;1;3;45;225000.0;3.608.287.644.510.150;8.487.511.721.664.370;State servant;Higher education;Married;House / apartment;Managers;0
5056056;1;1;1;1;0;0;0;0;2;34;135000.0;51.500.030.801.453.800;10.486.183.836.765.900;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5056058;0;0;1;0;0;0;0;1;2;4;337500.0;36.641.409.474.527.100;3.069.193.754.834.110;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
